question,course,document
Why am I getting the error 'Error response from daemon: Conflict' when trying to restart a docker image?,data-engineering-zoomcamp,09081824
What should I do if I see the message 'The container name 'pg-database' is already in use by container 'xxx''?,data-engineering-zoomcamp,09081824
How can I fix the issue of the container name being already in use by another container?,data-engineering-zoomcamp,09081824
What command should I use if the container is in a running state?,data-engineering-zoomcamp,09081824
Is there an alternative command to restart the docker image without removing it?,data-engineering-zoomcamp,09081824
What is a typical error message when using docker-compose for ingestion?,data-engineering-zoomcamp,4df80c55
What should I do when I encounter the error 'could not translate host name'?,data-engineering-zoomcamp,4df80c55
How can I find the network name to use for the ingestion script?,data-engineering-zoomcamp,4df80c55
What should I do to the network name and database name when using docker-compose?,data-engineering-zoomcamp,4df80c55
Can you provide an example of how to change the network and database names for docker-compose?,data-engineering-zoomcamp,4df80c55
How can I install Docker on MacOS/Windows 11 VM running on top of Linux?,data-engineering-zoomcamp,3aee7261
What should I do before starting my VM with Intel CPU?,data-engineering-zoomcamp,3aee7261
What should I do before starting my VM with AMD CPU?,data-engineering-zoomcamp,3aee7261
How can I enable nested virtualization for Docker installation?,data-engineering-zoomcamp,3aee7261
Is there a workaround for installing Docker in nested virtualization environment?,data-engineering-zoomcamp,3aee7261
"How can I manage my docker container, images, network and compose projects from VS Code?",data-engineering-zoomcamp,6497b659
How can I connect Docker with VS Code if it runs on WSL2?,data-engineering-zoomcamp,6497b659
What is the command to stop a Docker container?,data-engineering-zoomcamp,6497b659
Is there an official extension to use Docker with VS Code?,data-engineering-zoomcamp,6497b659
Can I easily launch Docker from the left side icon of VS Code?,data-engineering-zoomcamp,6497b659
What does it mean when I see 'PostgreSQL Database directory appears to contain a database. Database system is shut down' in logs?,data-engineering-zoomcamp,a02f2039
What happens if the container with postgres is not accepting any requests?,data-engineering-zoomcamp,a02f2039
What error message will I get if I attempt to connect to the container with a shut down database system?,data-engineering-zoomcamp,a02f2039
What should I do if the server terminated abnormally before or while processing the request?,data-engineering-zoomcamp,a02f2039
How do I fix the issue when the container with postgres is not accepting any requests?,data-engineering-zoomcamp,a02f2039
How can I install Docker on Ubuntu if it's not installable?,data-engineering-zoomcamp,c6db65aa
What command can I use to install Docker on Ubuntu if it's not installable?,data-engineering-zoomcamp,c6db65aa
Are there any alternative methods to install Docker on Ubuntu if it's not installable?,data-engineering-zoomcamp,c6db65aa
What is the snap command used for in Ubuntu?,data-engineering-zoomcamp,c6db65aa
What version of Ubuntu might have trouble installing Docker?,data-engineering-zoomcamp,c6db65aa
What is the error message I'm getting when trying to change permissions of a directory in Docker?,data-engineering-zoomcamp,f476a606
How can I tell the compose file about the named volume for Docker Compose?,data-engineering-zoomcamp,f476a606
What command can I use to see the location of the named volume in Docker?,data-engineering-zoomcamp,f476a606
What should I do if the mounting dir created by Docker Compose has the wrong name?,data-engineering-zoomcamp,f476a606
How can I check if the table is there after running Docker Compose up again?,data-engineering-zoomcamp,f476a606
What should I do if I lose database data and receive an error after executing 'docker-compose up'?,data-engineering-zoomcamp,cd0f9300
How can I successfully execute my Ingestion script to re-populate my database?,data-engineering-zoomcamp,cd0f9300
What should I do if I receive the error 'could not translate host name' when using pgcli?,data-engineering-zoomcamp,cd0f9300
How can I find the network name created by Docker Compose?,data-engineering-zoomcamp,cd0f9300
What are alternative tools to pgcli that I can use if problems persist?,data-engineering-zoomcamp,cd0f9300
Why does Docker-Compose return 'Error response from daemon: network 66ae65944d643fdebbc89bd0329f1409dec2c9e12248052f5f4c4be7d1bdc6a3 not found'?,data-engineering-zoomcamp,7f845a1c
What should I try if I get 'Unable to connect to server: could not translate host name 'pg-database' to address: Name does not resolve'?,data-engineering-zoomcamp,7f845a1c
How can I resolve the 'Unable to connect to server' issue on localhost:8080?,data-engineering-zoomcamp,7f845a1c
What should I do to make sure the host names are specified correctly in the docker-compose.yml file?,data-engineering-zoomcamp,7f845a1c
Why is it necessary to specify the same network in both containers in the docker-compose.yml?,data-engineering-zoomcamp,7f845a1c
How can I persist PGAdmin docker contents on GCP when using docker-compose?,data-engineering-zoomcamp,36e54439
What is a common issue when running docker-compose on GCP with Postgres?,data-engineering-zoomcamp,36e54439
What is the solution to make PGAdmin data persist when using Docker Volume?,data-engineering-zoomcamp,36e54439
How do I change the configuration to make PGAdmin data persist using Docker Volume?,data-engineering-zoomcamp,36e54439
What is the correct syntax to define a volume for PGAdmin in the docker-compose file?,data-engineering-zoomcamp,36e54439
Why does the Docker engine keep crashing and display 'failed to fetch extensions' pop ups?,data-engineering-zoomcamp,32e8450c
What should I do if Docker is not working after restart?,data-engineering-zoomcamp,32e8450c
How can I solve the issue of Docker engine stopped and failed to fetch extensions?,data-engineering-zoomcamp,32e8450c
What can I do if I keep seeing the 'failed to fetch extensions' pop ups on the screen?,data-engineering-zoomcamp,32e8450c
Is there a solution for the Docker engine continuously crashing?,data-engineering-zoomcamp,32e8450c
How do I persist PGAdmin configuration using Docker-Compose?,data-engineering-zoomcamp,96606db2
What is the process for adding a 'volumes' section in Docker-Compose for pgAdmin?,data-engineering-zoomcamp,96606db2
What folder on the host machine is used for 'pgAdmin_data' in the example provided?,data-engineering-zoomcamp,96606db2
What permissions need to be given to the pgAdmin container for writing to the 'pgAdmin_data' folder?,data-engineering-zoomcamp,96606db2
What bash command is used to give the pgAdmin container access over the mounted volume?,data-engineering-zoomcamp,96606db2
Why am I getting the error 'dial unix /var/run/docker.sock: connect: permission denied' in Docker-Compose?,data-engineering-zoomcamp,0882bfac
What steps should I follow to solve the 'permission denied' error in Docker-Compose?,data-engineering-zoomcamp,0882bfac
How can I maintain the state of pgAdmin to remember previous database connections?,data-engineering-zoomcamp,0882bfac
What should I add to my docker-compose.yaml file to create a volume for pgAdmin?,data-engineering-zoomcamp,0882bfac
What is the syntax to create a volume for pgAdmin in the docker-compose.yaml file?,data-engineering-zoomcamp,0882bfac
Why is docker-compose still not available after changing .bashrc?,data-engineering-zoomcamp,7d067f5c
What caused docker-compose to be unavailable even after following the installation video?,data-engineering-zoomcamp,7d067f5c
How can I resolve the issue of docker-compose not being available?,data-engineering-zoomcamp,7d067f5c
What should I do if the docker-compose file downloaded from github does not work?,data-engineering-zoomcamp,7d067f5c
Is there a more convenient way to use docker-compose command?,data-engineering-zoomcamp,7d067f5c
What can I do if I encounter an error getting credentials after running docker-compose up -d?,data-engineering-zoomcamp,ff352621
How can I solve the issue of getting credentials error after running docker-compose up -d?,data-engineering-zoomcamp,ff352621
Is there a solution for the error I'm getting after running docker-compose up -d?,data-engineering-zoomcamp,ff352621
What steps can I take to fix the problem of getting credentials error after running docker-compose up -d?,data-engineering-zoomcamp,ff352621
Where can I find more information on solving the error after running docker-compose up -d?,data-engineering-zoomcamp,ff352621
How can I fix errors related to docker-compose.yml and pgadmin setup?,data-engineering-zoomcamp,2d653208
What should I do if I'm having problems with Docker compose and getting data in postgres?,data-engineering-zoomcamp,2d653208
How do I create a new volume on docker?,data-engineering-zoomcamp,2d653208
What changes should I make to the docker-compose.yml file?,data-engineering-zoomcamp,2d653208
What is the order of execution for setting up pgadmin and data ingestion?,data-engineering-zoomcamp,2d653208
Where can I locate the config.json file for Docker?,data-engineering-zoomcamp,f09ea61e
How can I modify the credsStore to credStore?,data-engineering-zoomcamp,f09ea61e
What should I do if I encounter the error 'docker-credential-desktop: executable file not found in %PATH%'?,data-engineering-zoomcamp,f09ea61e
How do I re-run Docker Compose up -d after making changes?,data-engineering-zoomcamp,f09ea61e
In which directory should I check for the config.json file?,data-engineering-zoomcamp,f09ea61e
What commands can I use to check which docker-compose binary to download for WSL?,data-engineering-zoomcamp,fbd3d2bb
Where can I find the docker-compose binary needed for WSL?,data-engineering-zoomcamp,fbd3d2bb
What is the link to download the appropriate docker-compose binary for WSL?,data-engineering-zoomcamp,fbd3d2bb
What commands can I use to figure out the system needed for docker-compose?,data-engineering-zoomcamp,fbd3d2bb
